killed_by,kill_distance,killer_placement,killer_name,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,extra
SLR,#9,2,Ftbox_NkEr,593797.0625,523569.375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcYeLrOrAkLeI5SMoBZja7XwZDcLSKMS8xzvvBufuu1xcFiYGsN4TBLTS6xR2kmms912xOQ-Mkp2TyV_2VcpxPVGkp_JtlDQ2yEJhgBzbb0xnaL3F0xaofU=,2023-02-21 00:46:25,K1ssBa_-,#9,571710.625,532346.6875,16:33 03|||K1ssBa_-|||(#9)|||SLR (238m)|||victim|||571710.625|||532346.6875|||K1ssBa_-|||killer|||593797.0625|||523569.375|||me
SLR,#3,2,Ftbox_NkEr,577456.1875,457876.5625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcYeLrOrAkLeI5SMoBZja7XwZDcLSKMS8xzvvBufuu1xcFiYGsN4TBLTS6xR2kmms912xOQ-Mkp2TyV_2VcpxPVGkp_JtlDQ2yEJhgBzbb0xnaL3F0xaofU=,2023-02-21 00:46:25,wanrenmi_HH,#3,564721.875,444421.625,27:38 04|||wanrenmi_HH|||(#3)|||SLR (185m)|||victim|||564721.875|||444421.625|||wanrenmi_HH|||killer|||577456.1875|||457876.5625|||me
AUG,66m,,WoSh1Me1B1_-,562012.5,456727.75,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcYeLrOrAkLeI5SMoBZja7XwZDcLSKMS8xzvvBufuu1xcFiYGsN4TBLTS6xR2kmms912xOQ-Mkp2TyV_2VcpxPVGkp_JtlDQ2yEJhgBzbb0xnaL3F0xaofU=,2023-02-21 00:46:25,Ftbox_NkEr,2,568597,455888.1875,30:47 killer|||WoSh1Me1B1_-|||AUG A3 (66m)|||victim|||568597|||455888.1875|||me|||killer|||562012.5|||456727.75|||WoSh1Me1B1_-
M762,#18,1,Ftbox_NkEr,459834.15625,252948.5625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,nnanao236,#18,459963.90625,253710.015625,03:28 01|||nnanao236|||(#18)|||M762 (8m)|||victim|||459963.90625|||253710.015625|||nnanao236|||killer|||459834.15625|||252948.5625|||me
SKS,#18,1,Ftbox_NkEr,459834.15625,252948.5625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,gsfesfswefee,#18,461601.375,255158,03:28 02|||gsfesfswefee|||(#18)|||SKS (28m)|||victim|||461601.375|||255158|||gsfesfswefee|||killer|||459834.15625|||252948.5625|||me
M762,#12,1,Ftbox_NkEr,332727.9375,366719.96875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,YoudieyouSbi,#12,336312.03125,366927.15625,09:49 03|||YoudieyouSbi|||(#12)|||M762 (36m)|||victim|||336312.03125|||366927.15625|||YoudieyouSbi|||killer|||332727.9375|||366719.96875|||me
death.WeapP90_C,#7,1,Ftbox_NkEr,382660.375,377946.125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,Killjhipc,#7,382423.03125,377787.25,17:25 04|||Killjhipc|||(#7)|||death.WeapP90_C (3m)|||victim|||382423.03125|||377787.25|||Killjhipc|||killer|||382660.375|||377946.125|||me
death.WeapP90_C,#7,1,Ftbox_NkEr,382660.375,377946.125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,YerinNuna,#7,383137.8125,377548.09375,17:25 05|||YerinNuna|||(#7)|||death.WeapP90_C (6m)|||victim|||383137.8125|||377548.09375|||YerinNuna|||killer|||382660.375|||377946.125|||me
Grenade,#5,1,Ftbox_NkEr,407092.125,397653.03125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,NIccei,#5,412351.125,400310.5625,19:40 06|||NIccei|||(#5)|||Grenade (59m)|||victim|||412351.125|||400310.5625|||NIccei|||killer|||407092.125|||397653.03125|||me
SLR,#3,1,Ftbox_NkEr,433846.09375,373219.125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,WangL7,#3,428498.1875,369438.34375,21:35 07|||WangL7|||(#3)|||SLR (65m)|||victim|||428498.1875|||369438.34375|||WangL7|||killer|||433846.09375|||373219.125|||me
death.WeapP90_C,#2,1,Ftbox_NkEr,426355.09375,355607.6875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSjDAAK-hngwUz8IayWg43-ZLtFsTwLRp-s75FDpsJBhCfQ1KmF9u-mjcQrr9mJDHl_4gF_tPo1WHbzklUl4t-pi9A3bARnSUmWhdleiQyI_Gse8rS55QDk=,2023-02-20 03:08:09,TING_NAuy-L,#2,427327.09375,355905.09375,22:09 08|||TING_NAuy-L|||(#2)|||death.WeapP90_C (10m)|||victim|||427327.09375|||355905.09375|||TING_NAuy-L|||killer|||426355.09375|||355607.6875|||me
P1911,#15,,MoFaShaoNvYiBai,366224.59375,406556.09375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaLfZyS_PEeRbskxzKECqh16Vh_f69ggTgJxa4-BOfXYzM6jpaWdDUD4GT6H6BmFBjeNaKQuyki8Y2LfxooN602t-Blv85U9KwQxMqy6yqiyD47Go9FQ7A=,2023-02-20 02:33:54,Ftbox_NkEr,2,366385.75,406545.71875,01:35 killer|||MoFaShaoNvYiBai|||(#15)|||P1911 (2m)|||victim|||366385.75|||406545.71875|||me|||killer|||366224.59375|||406556.09375|||MoFaShaoNvYiBai
S12K,#16,8,Ftbox_NkEr,447717.125,241696.1875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbNIJily2pkkL1pnAmyxwIPycI2cyJ5TcWBvNgxd2AtoHMBcjHbhqV7F3yVAzUk6bSXZK2bF6yXmpJTDGDQf7LNiA4nW5aLBXafT0nOndjUdyNewEOY7iHk=,2023-02-20 02:09:14,CE_DungLamEmSo,#16,447871.625,242744.234375,02:53 01|||CE_DungLamEmSo|||(#16)|||S12K (11m)|||victim|||447871.625|||242744.234375|||CE_DungLamEmSo|||killer|||447717.125|||241696.1875|||me
death.WeapACE32_C,#16,8,Ftbox_NkEr,447717.125,241696.1875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbNIJily2pkkL1pnAmyxwIPycI2cyJ5TcWBvNgxd2AtoHMBcjHbhqV7F3yVAzUk6bSXZK2bF6yXmpJTDGDQf7LNiA4nW5aLBXafT0nOndjUdyNewEOY7iHk=,2023-02-20 02:09:14,Ay-Ty,#16,447987.1875,237049.6875,02:53 02|||Ay-Ty|||(#16)|||death.WeapACE32_C (47m)|||victim|||447987.1875|||237049.6875|||Ay-Ty|||killer|||447717.125|||241696.1875|||me
SLR,#2,8,Ftbox_NkEr,536744.3125,559713.625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbNIJily2pkkL1pnAmyxwIPycI2cyJ5TcWBvNgxd2AtoHMBcjHbhqV7F3yVAzUk6bSXZK2bF6yXmpJTDGDQf7LNiA4nW5aLBXafT0nOndjUdyNewEOY7iHk=,2023-02-20 02:09:14,asd54481,#2,553449.375,537331.4375,21:42 03|||asd54481|||(#2)|||SLR (279m)|||victim|||553449.375|||537331.4375|||asd54481|||killer|||536744.3125|||559713.625|||me
Mini,#3,,ikunGroza,523773.125,547096.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbNIJily2pkkL1pnAmyxwIPycI2cyJ5TcWBvNgxd2AtoHMBcjHbhqV7F3yVAzUk6bSXZK2bF6yXmpJTDGDQf7LNiA4nW5aLBXafT0nOndjUdyNewEOY7iHk=,2023-02-20 02:09:14,Ftbox_NkEr,8,541318.125,561294.875,22:45 killer|||ikunGroza|||(#3)|||Mini 14 (226m)|||victim|||541318.125|||561294.875|||me|||killer|||523773.125|||547096.8125|||ikunGroza
M762,#4,,io24-_-,371393.84375,408301.53125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbhaQWaIS4qmDDAXFkczYDtJXlqZVuBxiTQNZ6zF7VcGA1ZSsAMNhYDyMHV4e4xeLfPlJa9JrrU07hgdCa3yh9ZxloG-1VCmc4RFkcC3aTh7F9RuJlf7rws=,2023-02-20 02:00:52,Ftbox_NkEr,13,371159.375,409372.25,02:41 killer|||io24-_-|||(#4)|||M762 (11m)|||victim|||371159.375|||409372.25|||me|||killer|||371393.84375|||408301.53125|||io24-_-
M762,#12,1,Ftbox_NkEr,452679.90625,225762.15625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSkVhp6EWIF2g9cKZ0uLSIXitxs761dhyb5fAiFTEZUZ4yKWfajZTacW5R3Mcm7U4sun6lBHtP59Wl6xdHhgdyNYekhqCSUVKvt0YPkaZecOr76oIoHw2vs=,2023-02-20 01:36:11,WGD_Blackjack9,#12,456678.03125,226486.21875,11:34 01|||WGD_Blackjack9|||(#12)|||M762 (41m)|||victim|||456678.03125|||226486.21875|||WGD_Blackjack9|||killer|||452679.90625|||225762.15625|||me
M762,#6,1,Ftbox_NkEr,452533.25,231916.734375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSkVhp6EWIF2g9cKZ0uLSIXitxs761dhyb5fAiFTEZUZ4yKWfajZTacW5R3Mcm7U4sun6lBHtP59Wl6xdHhgdyNYekhqCSUVKvt0YPkaZecOr76oIoHw2vs=,2023-02-20 01:36:11,Go-o-o,#6,453096.375,231752.71875,19:30 02|||Go-o-o|||(#6)|||M762 (6m)|||victim|||453096.375|||231752.71875|||Go-o-o|||killer|||452533.25|||231916.734375|||me
death.WeapMG3_C,#5,1,Ftbox_NkEr,416735.5625,187794,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSkVhp6EWIF2g9cKZ0uLSIXitxs761dhyb5fAiFTEZUZ4yKWfajZTacW5R3Mcm7U4sun6lBHtP59Wl6xdHhgdyNYekhqCSUVKvt0YPkaZecOr76oIoHw2vs=,2023-02-20 01:36:11,1JZQ_Ddv0221,#5,413452.90625,186906.71875,20:29 03|||1JZQ_Ddv0221|||(#5)|||death.WeapMG3_C (34m)|||victim|||413452.90625|||186906.71875|||1JZQ_Ddv0221|||killer|||416735.5625|||187794|||me
death.WeapMG3_C,#3,1,Ftbox_NkEr,433100.8125,217429.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSkVhp6EWIF2g9cKZ0uLSIXitxs761dhyb5fAiFTEZUZ4yKWfajZTacW5R3Mcm7U4sun6lBHtP59Wl6xdHhgdyNYekhqCSUVKvt0YPkaZecOr76oIoHw2vs=,2023-02-20 01:36:11,Redamancy_k,#3,433147.59375,218039.578125,22:22 04|||Redamancy_k|||(#3)|||death.WeapMG3_C (6m)|||victim|||433147.59375|||218039.578125|||Redamancy_k|||killer|||433100.8125|||217429.8125|||me
death.WeapMG3_C,#3,1,Ftbox_NkEr,432148.46875,218524.984375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSkVhp6EWIF2g9cKZ0uLSIXitxs761dhyb5fAiFTEZUZ4yKWfajZTacW5R3Mcm7U4sun6lBHtP59Wl6xdHhgdyNYekhqCSUVKvt0YPkaZecOr76oIoHw2vs=,2023-02-20 01:36:11,Mg_oo7,#3,429858.25,219826.484375,22:34 05|||Mg_oo7|||(#3)|||death.WeapMG3_C (26m)|||victim|||429858.25|||219826.484375|||Mg_oo7|||killer|||432148.46875|||218524.984375|||me
S1897,#13,,1AM_shroud,371009.28125,408246.71875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pY8ZSSUkFJD1luF5LSSM4IxiNFBv8Pt3lwuHF6vUMIq5_TYK5NgME5d2Yx-AL-7JlGLnrrKmp7WrvQqqglNcrAZbGvbWqOMwcPl7_mQ5_o8PD6iH7jDqyjs=,2023-02-20 01:22:59,Ftbox_NkEr,9,370964.8125,408310.96875,03:13 killer|||1AM_shroud|||(#13)|||S1897 (1m)|||victim|||370964.8125|||408310.96875|||me|||killer|||371009.28125|||408246.71875|||1AM_shroud
death.WeapMk12_C,#16,,MAN-M762,453647.8125,253315.203125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peDw0dcJqsaurPqe8YpmUoPhBdOPO8EvtcXMdN1d9_nEyqA_bCGcUafFlIQHj6r18_qN41T0RkD8CHysWrPmOQnhsJFcdSL4LU7fYYzeC4tnW2hxSczaRR0=,2023-02-20 00:53:23,Ftbox_NkEr,4,453777.90625,253109.8125,01:53 killer|||MAN-M762|||(#16)|||death.WeapMk12_C (2m)|||victim|||453777.90625|||253109.8125|||me|||killer|||453647.8125|||253315.203125|||MAN-M762
Grenade,#3,2,Ftbox_NkEr,468348.09375,432312.6875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pY8ZSSUkFJD1O6zl5LIwbwUyNfIzUbzAtaMadCYlgiCLXTxh14bUs-TdLsHfkmhckDeEY8pCh8O5BFc9k19M9IyJEvk7JhP03090ILQtrG_xFamOlG_ulHI=,2023-02-20 00:18:10,b1ex1huanWo_-,#3,465529.28125,436091.15625,27:41 01|||b1ex1huanWo_-|||(#3)|||Grenade (47m)|||victim|||465529.28125|||436091.15625|||b1ex1huanWo_-|||killer|||468348.09375|||432312.6875|||me
Grenade,#3,2,Ftbox_NkEr,468199.375,432358.3125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pY8ZSSUkFJD1O6zl5LIwbwUyNfIzUbzAtaMadCYlgiCLXTxh14bUs-TdLsHfkmhckDeEY8pCh8O5BFc9k19M9IyJEvk7JhP03090ILQtrG_xFamOlG_ulHI=,2023-02-20 00:18:10,MoNz5595afjnnnnN,#3,467492.03125,438045.1875,28:09 02|||MoNz5595afjnnnnN|||(#3)|||Grenade (57m)|||victim|||467492.03125|||438045.1875|||MoNz5595afjnnnnN|||killer|||468199.375|||432358.3125|||me
Grenade,#3,,1MyG_QxiBaby,470660.6875,433894.28125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pY8ZSSUkFJD1O6zl5LIwbwUyNfIzUbzAtaMadCYlgiCLXTxh14bUs-TdLsHfkmhckDeEY8pCh8O5BFc9k19M9IyJEvk7JhP03090ILQtrG_xFamOlG_ulHI=,2023-02-20 00:18:10,Ftbox_NkEr,2,471013.6875,433896.1875,29:43 killer|||1MyG_QxiBaby|||(#3)|||Grenade (4m)|||victim|||471013.6875|||433896.1875|||me|||killer|||470660.6875|||433894.28125|||1MyG_QxiBaby
death.WeapACE32_C,#14,1,Ftbox_NkEr,366521.71875,397899.59375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,zaitaotongjifan,#14,364590.90625,397436.09375,05:05 01|||zaitaotongjifan|||(#14)|||death.WeapACE32_C (20m)|||victim|||364590.90625|||397436.09375|||zaitaotongjifan|||killer|||366521.71875|||397899.59375|||me
Vector,#14,1,Ftbox_NkEr,365847.90625,397737.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,xiashiwangchao,#14,367956.53125,398829.4375,05:06 02|||xiashiwangchao|||(#14)|||Vector (24m)|||victim|||367956.53125|||398829.4375|||xiashiwangchao|||killer|||365847.90625|||397737.8125|||me
death.WeapACE32_C,#10,1,Ftbox_NkEr,509460.03125,142113.5625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,CZC199691,#10,506607.90625,141972.359375,17:29 03|||CZC199691|||(#10)|||death.WeapACE32_C (29m)|||victim|||506607.90625|||141972.359375|||CZC199691|||killer|||509460.03125|||142113.5625|||me
death.WeapACE32_C,#10,1,Ftbox_NkEr,509460.03125,142113.5625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,OldManCartYou,#10,507209.71875,141529.6875,17:29 04|||OldManCartYou|||(#10)|||death.WeapACE32_C (23m)|||victim|||507209.71875|||141529.6875|||OldManCartYou|||killer|||509460.03125|||142113.5625|||me
M24,#5,1,Ftbox_NkEr,525529.25,190595.953125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,VIE_TZus,#5,544203.5,185919.3125,21:39 05|||VIE_TZus|||(#5)|||M24 (193m)|||victim|||544203.5|||185919.3125|||VIE_TZus|||killer|||525529.25|||190595.953125|||me
M24,#4,1,Ftbox_NkEr,523615.75,192982.265625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,TBS-KaiSa,#4,515532.8125,209486.875,22:13 06|||TBS-KaiSa|||(#4)|||M24 (184m)|||victim|||515532.8125|||209486.875|||TBS-KaiSa|||killer|||523615.75|||192982.265625|||me
SLR,#2,,90s_N1an_-,528815.75,208852.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,2023-02-19 03:13:58,Ftbox_NkEr,1,526042.625,197920.765625,28:53 killer|||90s_N1an_-|||(#2)|||SLR (113m)|||victim|||526042.625|||197920.765625|||me|||killer|||528815.75|||208852.375|||90s_N1an_-
death.WeapMosinNagant_C,#12,,TUXIASS,365234.375,404606.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pQye47VYS-8mfmTTh9ESkOZ_pUHLGkFRlsMeYW9AaAkG_YKdiIWpaV9WCuBWUxDkiYDgfEeshP9IB5-Ft10ycTHHqIcndc_eYyvAnzDRrfD8w3gUOHWcOzY=,2023-02-19 02:49:56,Ftbox_NkEr,13,368244.6875,407044.03125,04:15 killer|||TUXIASS|||(#12)|||death.WeapMosinNagant_C (39m)|||victim|||368244.6875|||407044.03125|||me|||killer|||365234.375|||404606.8125|||TUXIASS
death.WeapDP12_C,#14,11,Ftbox_NkEr,364722.09375,408517.875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,2023-02-19 02:36:20,SIMPLeLUCKS,#14,363206.09375,409486.59375,05:46 01|||SIMPLeLUCKS|||(#14)|||death.WeapDP12_C (18m)|||victim|||363206.09375|||409486.59375|||SIMPLeLUCKS|||killer|||364722.09375|||408517.875|||me
AKM,#11,11,Ftbox_NkEr,366724.03125,406701.03125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,2023-02-19 02:36:20,dao-nima-b,#11,361930.875,402107.75,08:41 02|||dao-nima-b|||(#11)|||AKM (66m)|||victim|||361930.875|||402107.75|||dao-nima-b|||killer|||366724.03125|||406701.03125|||me
AKM,#11,11,Ftbox_NkEr,366681.15625,406650.03125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,2023-02-19 02:36:20,hansd007,#11,363343.90625,401400.625,09:17 03|||hansd007|||(#11)|||AKM (62m)|||victim|||363343.90625|||401400.625|||hansd007|||killer|||366681.15625|||406650.03125|||me
death.WeapDP12_C,#10,11,Ftbox_NkEr,362636.15625,402279.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,2023-02-19 02:36:20,LOqinyiVE,#10,362388.40625,402873.8125,10:28 04|||LOqinyiVE|||(#10)|||death.WeapDP12_C (6m)|||victim|||362388.40625|||402873.8125|||LOqinyiVE|||killer|||362636.15625|||402279.8125|||me
Groza,#10,,Yy421-SeL,362177.75,402419.75,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,2023-02-19 02:36:20,Ftbox_NkEr,11,362165,402335.8125,11:01 killer|||Yy421-SeL|||(#10)|||Groza (1m)|||victim|||362165|||402335.8125|||me|||killer|||362177.75|||402419.75|||Yy421-SeL
M762,#14,1,Ftbox_NkEr,522373.625,544212,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pRTvBgO96bC_nJ75t2VYslMzlTKlCvNqvLhu1exLCv80N5jfSy90EWs-QZMWIZNXrbN3ZhRuRqHF4ZmsZBRu87llpcqlZiEuTTK9Kxa6lQRrhVgiZ21wPTg=,2023-02-19 02:09:40,kljkjkjkn,#14,520471.96875,545065.3125,07:14 01|||kljkjkjkn|||(#14)|||M762 (21m)|||victim|||520471.96875|||545065.3125|||kljkjkjkn|||killer|||522373.625|||544212|||me
M762,#14,1,Ftbox_NkEr,557750.375,387741.5625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pRTvBgO96bC_nJ75t2VYslMzlTKlCvNqvLhu1exLCv80N5jfSy90EWs-QZMWIZNXrbN3ZhRuRqHF4ZmsZBRu87llpcqlZiEuTTK9Kxa6lQRrhVgiZ21wPTg=,2023-02-19 02:09:40,Qyj666668,#14,553642.75,383712.375,10:00 02|||Qyj666668|||(#14)|||M762 (58m)|||victim|||553642.75|||383712.375|||Qyj666668|||killer|||557750.375|||387741.5625|||me
SLR,#3,1,Ftbox_NkEr,430633.15625,133875.28125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pRTvBgO96bC_nJ75t2VYslMzlTKlCvNqvLhu1exLCv80N5jfSy90EWs-QZMWIZNXrbN3ZhRuRqHF4ZmsZBRu87llpcqlZiEuTTK9Kxa6lQRrhVgiZ21wPTg=,2023-02-19 02:09:40,GetFuxk,#3,430037.09375,141085.6875,22:16 03|||GetFuxk|||(#3)|||SLR (72m)|||victim|||430037.09375|||141085.6875|||GetFuxk|||killer|||430633.15625|||133875.28125|||me
