killed_by,kill_distance,killer_placement,killer_name,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,extra
Mk14,#5,1,Ftbox_NkEr,479541.53125,574225,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,2023wuge,#5,484381.84375,587817.3125,21:17 06|||2023wuge|||(#5)|||Mk14 (144m)|||victim|||484381.84375|||587817.3125|||2023wuge|||killer|||479541.53125|||574225|||me
Mk14,#4,1,Ftbox_NkEr,489596.625,573925.75,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,wdf666777,#4,483202.40625,596078.5625,22:41 07|||wdf666777|||(#4)|||Mk14 (231m)|||victim|||483202.40625|||596078.5625|||wdf666777|||killer|||489596.625|||573925.75|||me
M762,#4,1,Ftbox_NkEr,487739.90625,573154,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,ling1234567,#4,487441.5625,575046.875,24:42 08|||ling1234567|||(#4)|||M762 (19m)|||victim|||487441.5625|||575046.875|||ling1234567|||killer|||487739.90625|||573154|||me
Grenade,#4,1,Ftbox_NkEr,488069.8125,572866.6875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,TG_Yummy_Emm,#4,488438.8125,576112.8125,24:46 09|||TG_Yummy_Emm|||(#4)|||Grenade (33m)|||victim|||488438.8125|||576112.8125|||TG_Yummy_Emm|||killer|||488069.8125|||572866.6875|||me
Mk14,#2,1,Ftbox_NkEr,479545.53125,574317.625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,CCTV--12580,#2,473416.1875,581431.5625,27:42 10|||CCTV--12580|||(#2)|||Mk14 (94m)|||victim|||473416.1875|||581431.5625|||CCTV--12580|||killer|||479545.53125|||574317.625|||me
Kar98k,#16,1,Ftbox_NkEr,453670.625,253651.3125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcC2PxdsvWkKtFT2p0jo7j-AEXjSTI2nF4Eoh2vYcve7g1yO4GvpXZQX_A-1_Yj2fgDO0JHz3h21wz_fFxRtXbam00K4NsWxpKbxafCjZR1vgqyXqf8-0cw=,2023-02-22 06:34:26,Firoy--,#16,463024.1875,251255.6875,02:53 01|||Firoy--|||(#16)|||Kar98k (97m)|||victim|||463024.1875|||251255.6875|||Firoy--|||killer|||453670.625|||253651.3125|||me
M416,#15,1,Ftbox_NkEr,463408.71875,254878.5625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcC2PxdsvWkKtFT2p0jo7j-AEXjSTI2nF4Eoh2vYcve7g1yO4GvpXZQX_A-1_Yj2fgDO0JHz3h21wz_fFxRtXbam00K4NsWxpKbxafCjZR1vgqyXqf8-0cw=,2023-02-22 06:34:26,Atun_Baby,#15,464783.375,252729.625,03:28 02|||Atun_Baby|||(#15)|||M416 (26m)|||victim|||464783.375|||252729.625|||Atun_Baby|||killer|||463408.71875|||254878.5625|||me
M762,#6,1,Ftbox_NkEr,0,0,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcC2PxdsvWkKtFT2p0jo7j-AEXjSTI2nF4Eoh2vYcve7g1yO4GvpXZQX_A-1_Yj2fgDO0JHz3h21wz_fFxRtXbam00K4NsWxpKbxafCjZR1vgqyXqf8-0cw=,2023-02-22 06:34:26,F1zzItop,#6,494765.1875,221858.3125,13:36 03|||F1zzItop|||(#6)|||M762|||victim|||494765.1875|||221858.3125|||F1zzItop|||killer|||0|||0|||me
M762,#6,,4959GV,495543.625,222366.3125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcC2PxdsvWkKtFT2p0jo7j-AEXjSTI2nF4Eoh2vYcve7g1yO4GvpXZQX_A-1_Yj2fgDO0JHz3h21wz_fFxRtXbam00K4NsWxpKbxafCjZR1vgqyXqf8-0cw=,2023-02-22 06:34:26,Ftbox_NkEr,1,494644.09375,222557.6875,13:28 killer|||4959GV|||(#6)|||M762 (9m)|||victim|||494644.09375|||222557.6875|||me|||killer|||495543.625|||222366.3125|||4959GV
death.WeapP90_C,#8,1,Ftbox_NkEr,628860.3125,286209.625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaIHrxfc6YBtIFUB6_Ts97FbiwGqrxuIcSuKWEep_lIxGwVucitMdpIVRiIMBAn5ScJOIwyD1kWabTESf14AFel9YJ83ZPXBD5m6LQOI7V7gS0UbRHoO9M=,2023-02-22 06:02:15,0810_BB,#8,632048.625,287410.90625,19:07 01|||0810_BB|||(#8)|||death.WeapP90_C (34m)|||victim|||632048.625|||287410.90625|||0810_BB|||killer|||628860.3125|||286209.625|||me
death.WeapP90_C,#8,1,Ftbox_NkEr,629621,286327.71875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaIHrxfc6YBtIFUB6_Ts97FbiwGqrxuIcSuKWEep_lIxGwVucitMdpIVRiIMBAn5ScJOIwyD1kWabTESf14AFel9YJ83ZPXBD5m6LQOI7V7gS0UbRHoO9M=,2023-02-22 06:02:15,FW-7482,#8,631985.8125,286764.4375,19:09 02|||FW-7482|||(#8)|||death.WeapP90_C (24m)|||victim|||631985.8125|||286764.4375|||FW-7482|||killer|||629621|||286327.71875|||me
SLR,#6,1,Ftbox_NkEr,637881.1875,286618.96875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaIHrxfc6YBtIFUB6_Ts97FbiwGqrxuIcSuKWEep_lIxGwVucitMdpIVRiIMBAn5ScJOIwyD1kWabTESf14AFel9YJ83ZPXBD5m6LQOI7V7gS0UbRHoO9M=,2023-02-22 06:02:15,sdj-m24,#6,660822,289826.71875,19:43 03|||sdj-m24|||(#6)|||SLR (232m)|||victim|||660822|||289826.71875|||sdj-m24|||killer|||637881.1875|||286618.96875|||me
death.WeapP90_C,#16,1,Ftbox_NkEr,638669.125,249867.1875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaIHrxfc6YBtIFUB6_Ts97FbiwGqrxuIcSuKWEep_lIxGwVucitMdpIVRiIMBAn5ScJOIwyD1kWabTESf14AFel9YJ83ZPXBD5m6LQOI7V7gS0UbRHoO9M=,2023-02-22 06:02:15,SummerWine-,#16,638271.9375,250427.015625,25:01 04|||SummerWine-|||(#16)|||death.WeapP90_C (7m)|||victim|||638271.9375|||250427.015625|||SummerWine-|||killer|||638669.125|||249867.1875|||me
death.WeapP90_C,#2,1,Ftbox_NkEr,640964.5625,254923.8125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaIHrxfc6YBtIFUB6_Ts97FbiwGqrxuIcSuKWEep_lIxGwVucitMdpIVRiIMBAn5ScJOIwyD1kWabTESf14AFel9YJ83ZPXBD5m6LQOI7V7gS0UbRHoO9M=,2023-02-22 06:02:15,ioiokx,#2,641203.625,254029.078125,26:13 05|||ioiokx|||(#2)|||death.WeapP90_C (9m)|||victim|||641203.625|||254029.078125|||ioiokx|||killer|||640964.5625|||254923.8125|||me
SLR,#10,1,Ftbox_NkEr,547225.9375,479968.46875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYUszYbHLhRNAlxY0IJWVv42zbCg2T8l9vLig1C6lM2rVRzLsEEjCgglciRyh2OS_LrcKDcf8oatT1W_xd67KfA3Kg3zOqE4EOL7Ip9L6aLxUtjsybkD9Xg=,2023-02-22 05:35:08,LiMuTV-XiaoChen,#10,540040.5625,496379.3125,19:17 01|||LiMuTV-XiaoChen|||(#10)|||SLR (179m)|||victim|||540040.5625|||496379.3125|||LiMuTV-XiaoChen|||killer|||547225.9375|||479968.46875|||me
M762,#6,1,Ftbox_NkEr,570005.625,450242.1875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYUszYbHLhRNAlxY0IJWVv42zbCg2T8l9vLig1C6lM2rVRzLsEEjCgglciRyh2OS_LrcKDcf8oatT1W_xd67KfA3Kg3zOqE4EOL7Ip9L6aLxUtjsybkD9Xg=,2023-02-22 05:35:08,DD8110,#6,569393.75,447919.59375,22:04 02|||DD8110|||(#6)|||M762 (24m)|||victim|||569393.75|||447919.59375|||DD8110|||killer|||570005.625|||450242.1875|||me
SLR,#3,1,Ftbox_NkEr,544976.25,460822.03125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYUszYbHLhRNAlxY0IJWVv42zbCg2T8l9vLig1C6lM2rVRzLsEEjCgglciRyh2OS_LrcKDcf8oatT1W_xd67KfA3Kg3zOqE4EOL7Ip9L6aLxUtjsybkD9Xg=,2023-02-22 05:35:08,LM-xiaogege,#3,534966.8125,469866.15625,24:03 03|||LM-xiaogege|||(#3)|||SLR (135m)|||victim|||534966.8125|||469866.15625|||LM-xiaogege|||killer|||544976.25|||460822.03125|||me
SLR,#10,1,Ftbox_NkEr,631818.8125,198361.265625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU62miHsk6Zw8R1ESkrHsfK7dEg-_ihcqwSf3z7vRQxlOiLO0qASdC2lzTp0gM04bCtZKyJgQ6GD4RNmP6AeGO0plk-T0vRBvW7JEIgOuNGtda5V5gsDx2U=,2023-02-22 05:07:45,Fucky-95,#10,643150.5625,207161.546875,17:09 01|||Fucky-95|||(#10)|||SLR (143m)|||victim|||643150.5625|||207161.546875|||Fucky-95|||killer|||631818.8125|||198361.265625|||me
SLR,#6,1,Ftbox_NkEr,625268.875,183048,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU62miHsk6Zw8R1ESkrHsfK7dEg-_ihcqwSf3z7vRQxlOiLO0qASdC2lzTp0gM04bCtZKyJgQ6GD4RNmP6AeGO0plk-T0vRBvW7JEIgOuNGtda5V5gsDx2U=,2023-02-22 05:07:45,Ae86_MiGe,#6,628025.6875,168345.578125,21:04 02|||Ae86_MiGe|||(#6)|||SLR (150m)|||victim|||628025.6875|||168345.578125|||Ae86_MiGe|||killer|||625268.875|||183048|||me
SKS,#2,,30_Yibo,596786.375,179729.046875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU62miHsk6Zw8R1ESkrHsfK7dEg-_ihcqwSf3z7vRQxlOiLO0qASdC2lzTp0gM04bCtZKyJgQ6GD4RNmP6AeGO0plk-T0vRBvW7JEIgOuNGtda5V5gsDx2U=,2023-02-22 05:07:45,Ftbox_NkEr,1,614319.25,170490.8125,21:56 killer|||30_Yibo|||(#2)|||SKS (198m)|||victim|||614319.25|||170490.8125|||me|||killer|||596786.375|||179729.046875|||30_Yibo
S1897,#5,1,Ftbox_NkEr,448493.25,245461.234375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Terrorists_tao,#5,449284.84375,245708.65625,02:51 01|||Terrorists_tao|||(#5)|||S1897 (8m)|||victim|||449284.84375|||245708.65625|||Terrorists_tao|||killer|||448493.25|||245461.234375|||me
S1897,#5,1,Ftbox_NkEr,447027.96875,241771.015625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,ljtadie-12,#5,447498.625,240809.0625,03:12 02|||ljtadie-12|||(#5)|||S1897 (11m)|||victim|||447498.625|||240809.0625|||ljtadie-12|||killer|||447027.96875|||241771.015625|||me
SLR,#8,1,Ftbox_NkEr,384730.09375,292244.90625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Augestmerm,#8,352368.59375,285121.125,16:06 03|||Augestmerm|||(#8)|||SLR (331m)|||victim|||352368.59375|||285121.125|||Augestmerm|||killer|||384730.09375|||292244.90625|||me
SLR,#8,1,Ftbox_NkEr,384592.28125,292366.6875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Justin-BIeber_-,#8,351571.40625,284978.84375,17:06 04|||Justin-BIeber_-|||(#8)|||SLR (338m)|||victim|||351571.40625|||284978.84375|||Justin-BIeber_-|||killer|||384592.28125|||292366.6875|||me
M762,#7,1,Ftbox_NkEr,406270.625,282007.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,raojintao,#7,406855.03125,281601.53125,17:54 05|||raojintao|||(#7)|||M762 (7m)|||victim|||406855.03125|||281601.53125|||raojintao|||killer|||406270.625|||282007.8125|||me
M762,#7,1,Ftbox_NkEr,406270.625,282007.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Moonlight-4AM,#7,407746.4375,281089.9375,17:54 06|||Moonlight-4AM|||(#7)|||M762 (17m)|||victim|||407746.4375|||281089.9375|||Moonlight-4AM|||killer|||406270.625|||282007.8125|||me
Grenade,#7,1,Ftbox_NkEr,406270.625,282007.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Tmalice-_-,#7,407566.75,280729,17:54 07|||Tmalice-_-|||(#7)|||Grenade (18m)|||victim|||407566.75|||280729|||Tmalice-_-|||killer|||406270.625|||282007.8125|||me
M762,#4,1,Ftbox_NkEr,353767.53125,269585.09375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,slajinjer,#4,352344.03125,268458.625,20:13 08|||slajinjer|||(#4)|||M762 (18m)|||victim|||352344.03125|||268458.625|||slajinjer|||killer|||353767.53125|||269585.09375|||me
M762,#4,1,Ftbox_NkEr,353767.53125,269585.09375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVYxWF9CSoSP7z1-epyjopXZKiffiZHd0_C_SYLVzZzkQhXjWFZ8vSAlPKNeijGv1EsZwG-EK4D1SXlydT1DoOQldr2ny9El0ADIn_W6UKa13xlEaSthS1o=,2023-02-22 04:42:55,Fucky-95,#4,352703.25,269047.9375,20:13 09|||Fucky-95|||(#4)|||M762 (12m)|||victim|||352703.25|||269047.9375|||Fucky-95|||killer|||353767.53125|||269585.09375|||me
Micro,#16,3,Ftbox_NkEr,363971.875,409444.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,smallnoob007,#16,364235.46875,409965.1875,02:34 01|||smallnoob007|||(#16)|||Micro UZI (6m)|||victim|||364235.46875|||409965.1875|||smallnoob007|||killer|||363971.875|||409444.375|||me
death.WeapMk12_C,#10,3,Ftbox_NkEr,351415.71875,448387.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,MAGIC_SHUO,#10,363792.375,454618.40625,15:29 02|||MAGIC_SHUO|||(#10)|||death.WeapMk12_C (139m)|||victim|||363792.375|||454618.40625|||MAGIC_SHUO|||killer|||351415.71875|||448387.8125|||me
death.WeapMG3_C,#9,3,Ftbox_NkEr,438654.875,427251.96875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,Maiccc,#9,438466.125,427258,18:16 03|||Maiccc|||(#9)|||death.WeapMG3_C (2m)|||victim|||438466.125|||427258|||Maiccc|||killer|||438654.875|||427251.96875|||me
death.Uaz_B_01_esports_C,#9,3,Ftbox_NkEr,438654.875,427251.96875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,D-Danny-Dai,#9,439026.53125,426317.09375,18:16 04|||D-Danny-Dai|||(#9)|||death.Uaz_B_01_esports_C (10m)|||victim|||439026.53125|||426317.09375|||D-Danny-Dai|||killer|||438654.875|||427251.96875|||me
death.WeapMG3_C,#6,3,Ftbox_NkEr,443688.09375,421148.75,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,DQ_biubiubiubiu,#6,444752.15625,419151.3125,21:08 05|||DQ_biubiubiubiu|||(#6)|||death.WeapMG3_C (23m)|||victim|||444752.15625|||419151.3125|||DQ_biubiubiubiu|||killer|||443688.09375|||421148.75|||me
death.WeapMG3_C,#6,3,Ftbox_NkEr,443688.09375,421148.75,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,H8G66,#6,444795.03125,419768.96875,21:08 06|||H8G66|||(#6)|||death.WeapMG3_C (18m)|||victim|||444795.03125|||419768.96875|||H8G66|||killer|||443688.09375|||421148.75|||me
death.WeapMG3_C,#2,3,Ftbox_NkEr,425012.59375,417278.03125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,Super_DStarr,#2,425410.875,417091.09375,24:16 07|||Super_DStarr|||(#2)|||death.WeapMG3_C (4m)|||victim|||425410.875|||417091.09375|||Super_DStarr|||killer|||425012.59375|||417278.03125|||me
Mini,119m,,uaey,432850.84375,404949.09375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pS09I2wHi89WU79tOCHYzOWafu4Eu-Kp0-m5rhODV5KK1sCckm53683-m0SdhIPNBxIgfiGDtl9-wP3DZ1u2L-fYXCrtn_ToE86YBle_N5yvz_GD4i8Xlx8=,2023-02-22 03:39:50,Ftbox_NkEr,3,425623.90625,414407.59375,24:22 killer|||uaey|||Mini 14 (119m)|||victim|||425623.90625|||414407.59375|||me|||killer|||432850.84375|||404949.09375|||uaey
M762,#11,1,Ftbox_NkEr,401652.90625,572597.5,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,tghuizong,#11,396507.375,573197,10:32 01|||tghuizong|||(#11)|||M762 (52m)|||victim|||396507.375|||573197|||tghuizong|||killer|||401652.90625|||572597.5|||me
death.BP_PonyCoupe_C,#11,1,Ftbox_NkEr,412537.75,531329.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,Mxx_OMGXia20,#11,412522.09375,531185,10:55 02|||Mxx_OMGXia20|||(#11)|||death.BP_PonyCoupe_C (1m)|||victim|||412522.09375|||531185|||Mxx_OMGXia20|||killer|||412537.75|||531329.8125|||me
M762,#7,1,Ftbox_NkEr,373979.90625,619484.0625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,xiaojianglll,#7,372141.625,615461.8125,13:04 03|||xiaojianglll|||(#7)|||M762 (44m)|||victim|||372141.625|||615461.8125|||xiaojianglll|||killer|||373979.90625|||619484.0625|||me
M762,#5,1,Ftbox_NkEr,366094.90625,648515.375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,qwyl,#5,370280.4375,645639.625,15:52 04|||qwyl|||(#5)|||M762 (51m)|||victim|||370280.4375|||645639.625|||qwyl|||killer|||366094.90625|||648515.375|||me
SLR,#2,1,Ftbox_NkEr,377554.53125,663043.375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,MINISHOGGY,#2,392664.75,662551,18:42 05|||MINISHOGGY|||(#2)|||SLR (151m)|||victim|||392664.75|||662551|||MINISHOGGY|||killer|||377554.53125|||663043.375|||me
Grenade,#2,1,Ftbox_NkEr,372129.625,684495.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pa2UkqGganPV3K9H6Lw3XIOXfXj2-QEwCsPWHJBurzgtgucjQDu_MBNJ-0WNnjJkuEu3QB5DXdFfpYfGizLMSr7XCjhQ-xNRZo5rtDR1mlmi3VHEQANQ5kc=,2023-02-22 03:14:46,SEXYSHOGGY,#2,365490.90625,688830.9375,19:41 06|||SEXYSHOGGY|||(#2)|||Grenade (79m)|||victim|||365490.90625|||688830.9375|||SEXYSHOGGY|||killer|||372129.625|||684495.8125|||me
